Reference,Colour_Description,Breed_Description,Animal_Name,Gender,Suburb,Age
150619,Gold,Golden Retriever,VINCENT,Male,CRAIGMORE,3
150621,Black/White,Fox Terrier (Smooth)  X,TESS,Female,ELIZABETH NORTH,14
150622,Brindle,Australian Terrier,Angel,Female,CRAIGMORE,5
150623,Tan,Staffordshire Bull Terrier,Marley,Desexed Female,SMITHFIELD PLAINS,3
150624,Red,Australian Kelpie X,RUSTY,Desexed Male,MUNNO PARA WEST,12
150626,Tan/White,Jack Russell Terrier X,PATCHES,Female,SMITHFIELD PLAINS,10
150627,Black,Border Collie X,ZOE,Desexed Female,DAVOREN PARK,12
150628,Brown,Maltese X,BELLA,Female,CRAIGMORE,2
150631,Black,Cavalier King Charles Spaniel X,CHARLIE,Male,CRAIGMORE,8
150632,Brindle/White,American Staffordshire Terrier Cross,BRUZA,Desexed Male,ANGLE VALE,11
150634,Tan,American Staffordshire Terrier Cross,Floyd Cyrus Brookes,Male,CRAIGMORE,2
150635,Chocolate,American Staffordshire Terrier,BELLA,Desexed Female,MUNNO PARA WEST,2
150637,Cream,Maltese X,BELLA,Female,ELIZABETH VALE,8
150639,Blue,Australian Cattle Dog,Molly,Female,CRAIGMORE,3
150641,Black/White,Maltese X,TESSA,Female,CRAIGMORE,3
150643,Grey/White,Siberian Husky,MYA,Female,ANDREWS FARM,1
150645,Fawn,Pug,PENNY,Female,BLAKEVIEW,13
150646,Grey,Akita,KHODIE,Female,DAVOREN PARK,2
150647,Black/White,Jack Russell Terrier X,MITZI,Female,ANGLE VALE,10
150649,Tri-Colored,Border Collie,NAHLA,Female,ELIZABETH,9
150650,Black/White,Poodle X,ROXY,Desexed Female,ANGLE VALE,7
150651,Tri-Colored,Shih Tzu,MINNIE,Desexed Female,ELIZABETH GROVE,1
150652,Tan,Australian Kelpie X,TWISTER,Desexed Male,ELIZABETH VALE,13
150653,Gold,Labrador Retriever,ROXY,Desexed Female,ANGLE VALE,9
150654,Black,Cavalier King Charles Spaniel,CHERRY,Female,HILLBANK,14
150655,White/Brown,Jack Russell Terrier X,POLLY,Desexed Female,DAVOREN PARK,8
150657,Brindle/White,American Staffordshire Terrier Cross,LOKA,Desexed Female,HILLBANK,14
150658,Gold,Golden Retriever X,SPOT,Desexed Male,CRAIGMORE,1
150659,Tri-Colored,Pomeranian X,HARVEY,Male,CRAIGMORE,11
150665,Brown,Akita X,BELLA,Female,ANDREWS FARM,9
150666,Tan/White,Chihuahua X,MAX,Desexed Male,ANDREWS FARM,3
150667,Tan/White,Chihuahua X,MEG,Desexed Female,ANDREWS FARM,13
150669,Red,Poodle X,NARLAH,Female,MUNNO PARA WEST,8
150670,Black /Tan,Australian Silky Terrier,LEELA,Female,MACDONALD PARK,8
150671,White,Maltese X,TOBY,Male,MACDONALD PARK,2
150673,Tan,Poodle X,BUSTER,Desexed Male,CRAIGMORE,6
150674,Tan,Poodle X,MAX,Desexed Male,CRAIGMORE,3
150676,Brown/White,Cavalier King Charles Spaniel,MAX,Desexed Male,BLAKEVIEW,14
150679,Black,American Staffordshire Terrier Cross,RUBY,Female,CRAIGMORE,7
150685,Brown/White,Staffordshire Bull Terrier X,CLOE-JANE,Female,ELIZABETH EAST,11
150686,Brown/White,Staffordshire Bull Terrier X,PENNY-LANE,Desexed Female,ELIZABETH EAST,10
150688,White,Poodle X,BRUCY,Desexed Male,MUNNO PARA,8
150689,Brown,Shar Pei,BEEMA,Male,VIRGINIA,12
150690,Black/White,Akita,ENDO,Female,VIRGINIA,3
150691,Grey/Black,Golden Retriever X,APOLLO,Male,SMITHFIELD PLAINS,11
150692,White,Maltese X,BENJI,Desexed Male,ELIZABETH NORTH,1
150693,Red,Mastiff,HOOCH,Desexed Male,DAVOREN PARK,4
150694,Tan,Shar Pei X,KIESHA,Female,DAVOREN PARK,9
150695,Brown/White,Chihuahua X,TEDDY,Male,DAVOREN PARK,2
150696,Black/White,Tenterfield Terrier,BUDDY,Desexed Male,ELIZABETH NORTH,14
150697,Brown/White,American Staffordshire Terrier Cross,ROCKY,Male,CRAIGMORE,4
150698,Black,American Staffordshire Terrier Cross,ANGEL,Female,CRAIGMORE,9
150700,Brown/White,Staffordshire Bull Terrier,Hunny Bunny,Female,ELIZABETH SOUTH,1
150701,Tan,Mastiff X,HOOCH,Male,DAVOREN PARK,3
150702,Sable,Jack Russell Terrier X,LEONARD (LENNY),Desexed Male,CRAIGMORE,4
150704,White,Maltese X,HACHI,Male,CRAIGMORE,14
150705,Brindle/White,Bulldog,SHANKLY,Desexed Male,HILLBANK,10
150706,Brown,Weimaraner X,KASEY,Desexed Female,ELIZABETH DOWNS,3
150707,White,Maltese X,TOBY,Male,CRAIGMORE,1
150710,Black/Gold,German Shepherd Dog,SABER,Male,CRAIGMORE,6
150713,Black,Shih Tzu X,EBONY,Desexed Female,HILLBANK,11
150716,Red,Cavalier King Charles Spaniel,MOLLY,Desexed Female,ELIZABETH DOWNS,4
150719,White,Beagle X,LILA,Female,HILLBANK,5
150721,Cream,Golden Retriever,SKILLY,Desexed Female,BLAKEVIEW,5
150722,Tan,Maltese X,HOLLY,Desexed Female,MUNNO PARA WEST,11
150723,Grey/White,Alaskan Malamute,HUDSON,Male,ELIZABETH NORTH,6
150724,Black,Poodle,JASPER,Desexed Male,ELIZABETH NORTH,11
150725,Chocolate,Australian Cattle Dog,chewie,Desexed Male,BIBARINGA,14
150726,White/Black,Poodle X,WILLOW,Male,BLAKEVIEW,5
150727,Black /Tan,Rottweiler X,Lillee,Desexed Female,BLAKEVIEW,3
150730,Brown/White,Jack Russell Terrier,LENNON,Desexed Male,ANDREWS FARM,11
150733,Black/Brindle,Labrador Retriever X,CHARLIE,Desexed Female,DAVOREN PARK,1
150734,Brindle,Staffordshire Bull Terrier,MINI,Desexed Female,CRAIGMORE,10
150735,Gold,Golden Retriever,OSCAR,Desexed Male,MACDONALD PARK,9
150736,Black/White,Jack Russell Terrier X,LESTER,Male,SMITHFIELD PLAINS,4
150738,Red,American Staffordshire Terrier,BENTLEY,Desexed Male,ANDREWS FARM,7
150739,Tan/White,Maltese X,MACY,Desexed Female,BLAKEVIEW,9
150742,Black,Maltese X,HARRY,Male,BLAKEVIEW,8
150743,White,Jack Russell Terrier,PEPPA,Desexed Female,HILLBANK,1
150745,Light Brown,Poodle X,CoCo,Male,ELIZABETH VALE,11
150746,Black /Tan,German Shepherd Dog X,ROCKY,Desexed Male,DAVOREN PARK,7
150749,Black/White,Alaskan Malamute X,ATHENA,Female,DAVOREN PARK,5
150750,Tan,Jack Russell Terrier X,SANDY,Desexed Female,ELIZABETH NORTH,5
150753,White/Brown,Maltese X,SOPHIE,Desexed Female,ELIZABETH GROVE,7
150754,Black/White,Jack Russell Terrier X,BAM BAM,Male,ELIZABETH EAST,7
150755,Black,Labrador Retriever,BRUCE,Male,MUNNO PARA WEST,8
150757,White,Maltese X,Sam,Desexed Male,BLAKEVIEW,7
150759,Apricot,Maltese X,ABBY,Desexed Female,CRAIGMORE,3
150763,Black/White,Poodle X,EMILY,Female,ELIZABETH EAST,10
150764,Tan/Black,Australian Cattle Dog X,CINDY,Desexed Female,ANDREWS FARM,7
150767,Black/White,Staffordshire Bull Terrier,SUPER STAR,Female,BUCKLAND PARK,8
150768,Black/White,American Staffordshire Terrier,FAMOUS,Female,BUCKLAND PARK,7
150769,Black/White,American Staffordshire Terrier,WANTED,Male,BUCKLAND PARK,10
150770,Black/White,American Staffordshire Terrier,CRIMINAL,Male,BUCKLAND PARK,13
150771,Black/White,American Staffordshire Terrier,BELLA,Female,BUCKLAND PARK,12
150772,Black/White,American Staffordshire Terrier,RINO,Male,BUCKLAND PARK,7
150773,Black/White,American Staffordshire Terrier,DONY,Male,BUCKLAND PARK,4
150777,Gold,Cocker Spaniel,JED,Male,ELIZABETH EAST,8
150779,Brindle,Staffordshire Bull Terrier X,BULLET,Male,HILLBANK,6
150781,Ginger,Border Collie X,ROXY,Female,ANDREWS FARM,9
150783,Black,Labrador Retriever X,NED,Male,CRAIGMORE,10
150787,White,Maltese,LILLY,Female,CRAIGMORE,2
150788,Black/White,Tenterfield Terrier X,GOLIATH,Male,HILLBANK,9
150789,Tan/White,Shih Tzu X,BUNDY,Desexed Male,ELIZABETH NORTH,6
150790,Black/White,Shih Tzu,AJ,Desexed Male,ELIZABETH NORTH,11
150794,White,Tenterfield Terrier X,MARLEY,Desexed Male,BLAKEVIEW,13
150796,Tri-Colored,Cavalier King Charles Spaniel,WILLOW SAGE METHERELL,Female,MUNNO PARA WEST,12
150798,White,English Springer Spaniel X,ALLY,Female,CRAIGMORE,5
150800,Black /Tan,German Shepherd Dog,AVA,Desexed Female,MUNNO PARA WEST,6
150801,Black,Maltese X,ISHMA,Female,CRAIGMORE,13
150803,White,American Staffordshire Terrier,MARLEY,Desexed Male,MUNNO PARA,1
150806,Cream,Cocker Spaniel X,ALLIE VELTMAN,Desexed Female,HILLBANK,12
150809,Tri-Colored,Beagle,MOOSE,Male,ONE TREE HILL,3
150810,White,American Staffordshire Terrier,MISSISSIA,Female,DAVOREN PARK,5
150811,Blue,Australian Cattle Dog,PIPER,Female,SMITHFIELD PLAINS,5
150812,Tan,Rhodesian Ridgeback X,GEMMA,Female,SMITHFIELD PLAINS,10
150813,Tan/White,Australian Kelpie X,LEXI,Desexed Female,ELIZABETH NORTH,13
150814,Tri-Colored,Cavalier King Charles Spaniel,HUGO,Desexed Male,BLAKEVIEW,11
150819,Tan,Maltese X,LILLY,Female,HILLBANK,12
150820,Black,Mastiff X,JED,Desexed Male,DAVOREN PARK,8
150821,White,Maltese X,MIMIC,Female,ELIZABETH EAST,4
150822,Tan,Staffordshire Bull Terrier X,JASPER,Desexed Female,MUNNO PARA,6
150823,Tan,Chihuahua X,SCRAPPY,Desexed Male,CRAIGMORE,1
150828,Brown,Akita,HACHIKO,Desexed Male,ELIZABETH PARK,13
150832,Brown,Jack Russell Terrier X,LUNA,Desexed Female,ELIZABETH EAST,4
150833,White,Maltese X,LOUIE,Male,CRAIGMORE,12
150834,Black,Labrador Retriever,JACK,Desexed Male,BLAKEVIEW,5
150836,Grey,Australian Kelpie,ROCCO,Male,ANDREWS FARM,8
150838,Silver/Black,Schnauzer (Miniature),LUCY,Desexed Female,MUNNO PARA,6
150839,Brindle,Bull Terrier,KELLY,Desexed Female,ANGLE VALE,11
150840,Brown,German Shorthaired Pointer,HURLEY,Male,ELIZABETH DOWNS,2
150841,Black /Tan,Jack Russell Terrier X,POCKET,Desexed Male,CRAIGMORE,1
150842,White/Brown,Maltese X,CLIFFORD,Desexed Male,CRAIGMORE,13
150843,Brown,Labrador Retriever X,JACK,Male,BLAKEVIEW,11
150845,White,Maltese X,Hurley,Female,BLAKEVIEW,7
150846,Tan/White,American Staffordshire Terrier,ALI,Male,BLAKEVIEW,9
150847,Brindle,Bulldog,BELLA,Female,BLAKEVIEW,9
150848,Black/White,Cocker Spaniel,ABBY,Female,ELIZABETH NORTH,5
150849,White,Samoyed,TED,Desexed Male,MUNNO PARA WEST,13
150852,Brown,Lhasa Apso X,CRYSTAL,Female,ANGLE VALE,14
150854,Blue,Staffordshire Bull Terrier,BELLA,Female,CRAIGMORE,3
150855,Black /Tan,Australian Silky Terrier,ZEVA,Female,ELIZABETH VALE,14
150856,Blue/Roan,Cocker Spaniel,OSCAR,Desexed Male,ANDREWS FARM,12
150859,Gold,Golden Retriever,PEACHES,Female,BLAKEVIEW,6
150861,Silver,Poodle (Miniature),DOLLY,Female,BLAKEVIEW,5
150862,Black,Schnauzer,TILLEY,Female,CRAIGMORE,3
150864,White,Shih Tzu X,ARCHIE,Male,ELIZABETH NORTH,1
150865,Tri-Colored,Beagle X,Boda,Female,ANGLE VALE,3
150866,Gold,Cocker Spaniel,BELLA,Female,ELIZABETH NORTH,14
150867,Black/White,Maltese X,ISABELLA,Female,ELIZABETH VALE,13
150868,Black /Tan,Fox Terrier (Smooth)  X,SATAN,Male,ELIZABETH NORTH,11
150869,Red,Cocker Spaniel,SUGAR,Female,ANDREWS FARM,3
150870,Brindle,Staffordshire Bull Terrier X,FLIK,Female,ELIZABETH VALE,4
150872,Brindle,Staffordshire Bull Terrier,Cooper,Desexed Male,BLAKEVIEW,11
150873,Brown/White,Staffordshire Bull Terrier X,RIZZO,Desexed Female,BLAKEVIEW,1
150874,Blenheim,Cavalier King Charles Spaniel,LOU NICKS,Desexed Male,CRAIGMORE,7
150875,Brindle,Staffordshire Bull Terrier,BUNDY,Desexed Male,ELIZABETH VALE,9
150877,Black/White,Maltese X,MITZY ANNE FRANKE,Female,MUNNO PARA,6
150882,Black /Tan,Chihuahua X,KIKI,Desexed Female,SMITHFIELD PLAINS,1
150883,White,Maltese,JD,Male,DAVOREN PARK,1
150884,Red,Australian Cattle Dog X,OSCAR,Desexed Male,CRAIGMORE,2
150890,Tan,Akita X,ROCKY,Male,SMITHFIELD PLAINS,2
150897,White,Maltese X,TOBY,Desexed Male,ELIZABETH DOWNS,2
150901,Fawn,Pug,Marla,Desexed Female,BLAKEVIEW,14
150902,Gold,Labrador Retriever,BELLA,Desexed Female,BLAKEVIEW,12
150903,Black/White,Akita,Pandora,Female,ELIZABETH,8
150904,Blue,American Staffordshire Terrier,Boston,Male,HILLBANK,8
150907,Brown/White,Cavalier King Charles Spaniel,BABE,Desexed Female,CRAIGMORE,7
150912,Cream,Maltese X,JORDAN,Male,ELIZABETH DOWNS,12
150913,Tri-Colored,Australian Cattle Dog,DIESEL,Male,ANDREWS FARM,7
150917,Black,Australian Kelpie X,JESS,Female,ANGLE VALE,7
150919,Black,Border Collie X,KELLY,Female,ELIZABETH NORTH,1
150921,Black,Labrador Retriever X,HOOCH,Desexed Male,ANDREWS FARM,6
150923,Black/White,Siberian Husky,DUKE,Desexed Male,ELIZABETH PARK,4
150925,Blue,Staffordshire Bull Terrier,FAITH,Female,ELIZABETH SOUTH,6
150926,Black/White,Jack Russell Terrier X,BEN,Desexed Male,CRAIGMORE,10
150927,Brown/White,Jack Russell Terrier,DIGGA,Desexed Male,CRAIGMORE,7
150928,Black,Staffordshire Bull Terrier X,Nos,Male,BLAKEVIEW,7
150929,Tan,American Staffordshire Terrier,Bullit,Male,ELIZABETH VALE,12
150930,Black/White,Jack Russell Terrier X,ASTRO,Desexed Male,DAVOREN PARK,6
150931,Brown,German Shepherd Dog X,CHEVY,Desexed Female,MUNNO PARA WEST,5
150932,Black,Labrador Retriever,VICKI,Female,ELIZABETH EAST,9
150934,Black/Brown,Chihuahua X,MINNI,Female,ELIZABETH PARK,9
150936,Fawn,Pug X,FLOYD LANE,Desexed Male,ELIZABETH NORTH,9
150937,Black /Tan,Australian Silky Terrier,EBONY,Desexed Female,MUNNO PARA WEST,5
150938,Black,Labrador Retriever X,BUDDY,Male,CRAIGMORE,10
150940,Red,Dogue De Bordeaux,narla,Female,ELIZABETH VALE,2
150942,Black /Tan,German Shepherd Dog X,SHADOW,Female,CRAIGMORE,14
150946,White,Maltese X,NIBBER,Desexed Female,ANDREWS FARM,1
150949,Black/Tan/White,X Breed,BREEZY,Desexed Male,ANDREWS FARM,2
150950,Black/White,Shih Tzu X,HENRY,Desexed Male,CRAIGMORE,14
150951,Red/Tan,Australian Kelpie,BUNDY,Male,CRAIGMORE,2
150955,Tan,Rhodesian Ridgeback X,PEPPER,Female,CRAIGMORE,3
150956,Tan/White,Maltese X,TARA,Female,SMITHFIELD PLAINS,1
150959,Black /Tan,Australian Terrier X,MIA,Desexed Female,MUNNO PARA,2
150960,Brindle/White,Mastiff X,Tallulah,Desexed Female,CRAIGMORE,1
150961,Black /Tan,German Shepherd Dog,BRODIE,Male,MUNNO PARA WEST,9
150963,Cream,Shih Tzu X,TOBY,Desexed Female,CRAIGMORE,9
150965,Brown,Cocker Spaniel X,SCOOBY,Male,ANDREWS FARM,8
150967,Tan,Staffordshire Bull Terrier X,ROSE,Desexed Female,CRAIGMORE,7
150969,White,Staffordshire Bull Terrier X,MAX,Desexed Male,ANDREWS FARM,1
150971,Gold,Labrador Retriever,KIRA,Female,ANGLE VALE,14
150973,Brindle,Cane Corso,Karma,Male,DAVOREN PARK,7
150974,Blue,Staffordshire Bull Terrier,Bluey,Male,ANDREWS FARM,6
150975,Blue,Staffordshire Bull Terrier,Casper,Female,ANDREWS FARM,4
150976,Tan,Chihuahua X,MONTY-CARLO,Male,ELIZABETH NORTH,12
150978,Black/White,Maltese X,SWEETIE,Female,CRAIGMORE,2
150979,Tan/White,Staffordshire Bull Terrier X,TROUBLE,Male,ELIZABETH DOWNS,10
150980,Silver,Yorkshire Terrier,MILLIE,Desexed Female,ANDREWS FARM,5
150981,Silver,Yorkshire Terrier,KHLOE,Desexed Female,ANDREWS FARM,13
150982,White,Maltese X,TEDDY,Desexed Male,SMITHFIELD,2
150983,Black/White,Labrador Retriever X,ODIE,Male,CRAIGMORE,9
150984,Tan,Australian Terrier X,OSCAR,Male,CRAIGMORE,7
150987,Black/White,Jack Russell Terrier,JACK,Desexed Male,HILLBANK,10
150989,Black /Tan,Staffordshire Bull Terrier X,KAOS,Female,SMITHFIELD,3
150990,Tri-Colored,Collie (Rough),SIDNEY,Male,ELIZABETH NORTH,12
150993,Blue,Australian Cattle Dog,CAIN,Male,ANGLE VALE,5
150994,Black/White,Cocker Spaniel,BANDIT,Male,CRAIGMORE,4
150996,Black/White,Maltese X,LITTLE ONE,Female,ANDREWS FARM,12
150997,Tri-Colored,Pomeranian,LAYYLA,Female,ELIZABETH NORTH,6
151000,Black/White,German Shepherd Dog X,DAISY,Female,BLAKEVIEW,5
151001,Caramel,Shih Tzu,MUFFIN,Female,ANDREWS FARM,11
151002,White,Shih Tzu,Minnie,Desexed Female,ANDREWS FARM,7
151004,Tri-Colored,Maltese X,Max,Desexed Male,ANDREWS FARM,8
151005,Black /Tan,Australian Shepherd X,Wilfred,Male,SMITHFIELD PLAINS,12
151006,Brindle,Staffordshire Bull Terrier,ABBIGAIL,Desexed Female,ELIZABETH DOWNS,8
151011,Black/White,Chihuahua X,TODD,Male,CRAIGMORE,9
151012,Tri-Colored,Fox Terrier (Smooth),WIDGET,Desexed Male,DAVOREN PARK,7
151013,White/Brown,Maltese X,BONNIE,Desexed Female,BLAKEVIEW,3
151014,Tan,X Breed,EMILY,Desexed Female,BLAKEVIEW,2
151017,Brown/White,Bulldog,Beau,Male,SAMPSON FLAT,13
151018,Black,Dachshund,VITA,Desexed Female,BLAKEVIEW,4
151019,Brown,Bulldog,Roxy,Desexed Female,SAMPSON FLAT,1
151020,Black/White,Maltese X,Sebastian,Desexed Male,SAMPSON FLAT,5
151021,Cream,Golden Retriever,Sam,Male,HILLBANK,10
151022,Black /Tan,Australian Kelpie X,SONNY,Male,HILLBANK,5
151023,Red,Rhodesian Ridgeback,BUDDIE,Desexed Male,ANGLE VALE,3
151024,Chocolate,Border Collie,WILLOW,Female,GOULD CREEK,11
151025,Black,Border Collie X,SCOUT,Desexed Female,DAVOREN PARK,14
151034,White,Maltese X,BELLA,Desexed Female,DAVOREN PARK,7
151036,Brown/White,Border Collie,RUSTY,Desexed Male,ELIZABETH EAST,9
151038,Black/White,Australian Kelpie X,REX,Male,CRAIGMORE,2
151039,Black/Tan/White,Fox Terrier (Smooth),Gale,Male,MUNNO PARA,1
151041,Cream,Maremma Sheepdog,ROSE,Desexed Female,ONE TREE HILL,2
151046,Brown/White,Staffordshire Bull Terrier X,DIESEL,Male,ANGLE VALE,12
151047,Tan/White,American Staffordshire Terrier,HOLLY,Desexed Female,MACDONALD PARK,4
151048,Black/White,Cavalier King Charles Spaniel,SAXON,Desexed Male,CRAIGMORE,13
151050,Cream,Chihuahua,CONCHITA,Female,ELIZABETH SOUTH,3
151053,Tan,Australian Terrier X,SCRAPPY,Desexed Male,ULEYBURY,8
151056,Tan/White,Jack Russell Terrier X,TIFFANY,Desexed Female,BLAKEVIEW,11
151058,Cream,Golden Retriever,MURRAY,Male,BLAKEVIEW,8
151063,Brindle,Staffordshire Bull Terrier,Tebow,Male,ELIZABETH GROVE,12
151066,White,Boxer,Jax,Male,CRAIGMORE,8
151067,Black,Great Dane X,Spencer,Male,ELIZABETH DOWNS,1
151069,Blue/Roan,Cocker Spaniel,Sambhor Alexis (Lexi),Desexed Female,CRAIGMORE,6
151070,White/Black,Tenterfield Terrier,CHARLIE,Desexed Male,ELIZABETH VALE,5
151071,Liver,Pointer,CHELSEA,Desexed Female,MUNNO PARA WEST,8
151073,White,Maltese X,Monty,Male,ELIZABETH PARK,14
151074,Tan/White,Boxer,ANGUS,Desexed Male,MUNNO PARA WEST,11
151075,Black/White,Border Collie,SASHA,Desexed Female,MUNNO PARA WEST,11
151080,Black /Tan,Dachshund,HARLEY,Desexed Female,ELIZABETH EAST,2
151081,Red,Dachshund,RUNCKLE,Male,ELIZABETH EAST,9
151082,White,Maltese X,CHARLIE,Female,CRAIGMORE,14
151083,Black/White,Shih Tzu X,WHISKEY,Male,MUNNO PARA,3
151084,Black /Tan,German Shepherd Dog X,JAGER,Male,DAVOREN PARK,14
151085,Tri-Colored,Beagle X,HOLLY,Desexed Female,MUNNO PARA WEST,9
151087,Black/White,Border Collie,TESS,Desexed Female,VIRGINIA,7
151088,Tri-Colored,Australian Kelpie X,ZULU,Desexed Female,VIRGINIA,2
151089,Tan/White,Tenterfield Terrier X,BUSTER,Male,MUNNO PARA WEST,5
151091,White/Brown,Jack Russell Terrier,VIXEN,Desexed Female,ELIZABETH SOUTH,6
151096,Tan/Black,German Shepherd Dog X,GRIFFIN,Desexed Male,ANDREWS FARM,8
151097,Brindle,Staffordshire Bull Terrier X,ROXY,Female,SMITHFIELD,14
151098,White/Brown,Jack Russell Terrier,JACK,Desexed Male,BLAKEVIEW,8
151100,Black /Tan,German Shepherd Dog,KOBY,Male,BLAKEVIEW,8
151101,Apricot,Poodle,TOBY,Desexed Male,CRAIGMORE,2
151102,Black,Australian Kelpie X,MATE,Desexed Male,BLAKEVIEW,5
151103,Red,Poodle,CADDIE,Desexed Female,CRAIGMORE,12
151105,Gold,Golden Retriever X,GOLDIE,Desexed Male,HILLBANK,1
151106,Red/Tan,Cavalier King Charles Spaniel,COCO,Desexed Male,DAVOREN PARK,7
151107,Black,Labrador Retriever,CHLOE,Female,ANDREWS FARM,5
151108,Black,Labrador Retriever,MERLIN,Male,ANDREWS FARM,11
151109,Black/White,Staffordshire Bull Terrier,MADDI,Desexed Female,BLAKEVIEW,14
151110,Black/White,Border Collie,SAM,Desexed Female,CRAIGMORE,3
151111,Gold,Golden Retriever,CAMMCAMM,Desexed Male,VIRGINIA,4
151112,Brown/White,Maltese X,Buster,Desexed Male,CRAIGMORE,14
151114,Tan,Staffordshire Bull Terrier X,ROLLY,Desexed Male,SMITHFIELD,8
151115,White,Labrador Retriever,MADDIE,Desexed Female,SMITHFIELD,9
151116,Tan/Black,German Shepherd Dog,Leo,Desexed Male,ONE TREE HILL,8
151118,Black/Grey,Maltese X,ROCKY,Male,DAVOREN PARK,8
151119,Brown/White,Cavalier King Charles Spaniel,PADME,Female,CRAIGMORE,5
151121,Tan/White,Papillon,ALI,Male,ELIZABETH PARK,5
151122,Brindle/White,Bulldog,MAJOR,Male,HILLBANK,9
151123,Tan,Shar Pei,Fang,Male,ELIZABETH DOWNS,14
151124,Black,Shar Pei,Lunar,Female,ELIZABETH DOWNS,5
151125,Tan,Mastiff X,BANJO,Male,MUNNO PARA WEST,11
151126,Tri-Colored,Beagle,SHADOW,Desexed Female,MUNNO PARA WEST,14
151129,Black/White,Maltese X,Mitzy,Desexed Female,ELIZABETH PARK,13
151131,Tri-Colored,Tenterfield Terrier,BOOTS,Male,ELIZABETH GROVE,3
151134,Black /Tan,Border Collie X,KELLI,Female,ELIZABETH SOUTH,1
151136,Brindle,Staffordshire Bull Terrier,BYAMEE,Desexed Male,ELIZABETH PARK,4
151138,Tan,Pug X,ODIE,Male,CRAIGMORE,9
151139,Black,Curly Coated Retriever X,BENSON,Male,CRAIGMORE,8
151141,Brown/Brindle,American Staffordshire Terrier,KHLOE,Desexed Female,BLAKEVIEW,4
151143,Fawn,Mastiff,BAILEY,Desexed Female,BLAKEVIEW,2
151144,Black/White,Staffordshire Bull Terrier X,DOOMA,Female,DAVOREN PARK,2
151145,Red,Boxer,KIRRA,Desexed Female,HILLBANK,5
151147,Black,Labrador Retriever X,BELLA,Desexed Female,ELIZABETH DOWNS,7
151148,Blenheim,King Charles Spaniel,MIA,Female,ELIZABETH EAST,13
151149,Black/White,Akita,PANDA,Male,DAVOREN PARK,5
151150,Black/White,Border Collie X,MAX,Desexed Male,CRAIGMORE,13
151152,Red,Boxer,LILA MCGUINESS,Female,HILLBANK,4
151154,Black,Labrador Retriever,ZEPPELIN,Desexed Male,MUNNO PARA WEST,2
151156,Black,Border Collie X,JACKIE ANTONIOU,Desexed Female,ANDREWS FARM,13
151157,Black,Labrador Retriever X,WINNIE,Female,CRAIGMORE,6
151161,Black/Tan/White,Fox Terrier (Smooth)  X,HOG,Female,ELIZABETH DOWNS,5
151162,Black/White,Chihuahua,jack,Desexed Male,ELIZABETH DOWNS,13
151163,White,Chihuahua,alf,Desexed Male,ELIZABETH DOWNS,13
151164,Brindle,Bullmastiff X,REBEL,Female,SMITHFIELD,13
151165,White/Brown,Jack Russell Terrier,Bella,Female,SMITHFIELD PLAINS,7
151166,Silver,Mastiff,ODIN,Male,ELIZABETH EAST,7
151167,Brown,Staffordshire Bull Terrier,SHADOW,Female,ELIZABETH EAST,4
151168,White,Maltese X,CHEEKY GIRL (SNOWY),Female,DAVOREN PARK,11
151169,White/Black,Maltese X,Cecil,Female,ELIZABETH SOUTH,1
151170,Black /Tan,Belgian Shepherd Dog,Shadow,Female,ELIZABETH SOUTH,4
151173,Gold,Golden Retriever X,MURPHY,Desexed Male,CRAIGMORE,1
151175,Black/Grey,Schnauzer (Miniature) X,CHILLI,Desexed Female,MUNNO PARA,12
151178,White,Maltese X,SHEILA,Female,ELIZABETH SOUTH,3
151179,Tri-Colored,Jack Russell Terrier X,BRUCE,Desexed Male,ELIZABETH SOUTH,14
151180,Black,Labrador Retriever,PENNY,Desexed Female,CRAIGMORE,1
151186,Black /Tan,Rottweiler,LEXIE,Female,ANGLE VALE,3
151188,Black/White,Jack Russell Terrier,LILLY,Female,ELIZABETH NORTH,4
151191,Tri-Colored,Beagle X,BANDIT,Desexed Male,CRAIGMORE,10
151192,Black /Tan,Australian Terrier X,Jasper,Desexed Male,CRAIGMORE,11
151193,Tan/White,Australian Kelpie X,Abby,Desexed Female,ELIZABETH PARK,8
151194,Black,Labrador Retriever,JEt,Desexed Male,BLAKEVIEW,12
151198,Blue/Roan,Australian Cattle Dog,TURBO,Desexed Male,ELIZABETH VALE,13
151199,Tri-Colored,Jack Russell Terrier X,BUDDY,Male,ELIZABETH GROVE,13
151200,Brown/White,Beagle,ELLIE BOND,Female,CRAIGMORE,4
151201,Tan,Chihuahua X,CASSIE,Desexed Female,CRAIGMORE,12
151202,Black /Tan,Dobermann X,MISSY,Female,ELIZABETH NORTH,4
151205,Black,Australian Kelpie X,Millie,Desexed Female,HUMBUG SCRUB,3
151206,Tri-Colored,Beagle,COSMO,Male,CRAIGMORE,1
151207,Gold,Labrador Retriever,ROSIE,Desexed Female,CRAIGMORE,5
151208,Brown/White,Staffordshire Bull Terrier X,SNORLAX,Female,BLAKEVIEW,1
151209,Black/White,Shih Tzu,CRUISE,Desexed Male,MUNNO PARA,6
151211,Brown/White,Jack Russell Terrier X,JACK,Desexed Male,ELIZABETH,10
151212,Black/White,Maltese X,PUMBAH,Desexed Female,ELIZABETH DOWNS,14
151213,Brown,Bull Terrier X,LENNY,Male,ELIZABETH DOWNS,5
